GeneName	PMID	Sentence index	The # of total tokens	Location of token
3033	22080197	7	32	7
9215	22080197	7	32	3
6688	22080197	7	32	5
1984	22080197	8	34	12
4036	22080197	8	34	16
6688	22080197	8	34	3
4036	22080197	9	19	19
1984	22080197	10	26	8
4036	22080197	10	26	12
6688	22080197	10	26	5
65018	22078885	2	13	1
65018	22078885	4	24	12
1984	22078885	5	17	4
65018	22078885	5	17	1
6688	22078885	5	17	6
1984	22078885	6	13	11
6688	22078885	6	13	3
6688	22078885	7	12	2
345651	22078885	9	20	6
440915	22078885	9	20	6
641455	22078885	9	20	6
71	22078885	9	20	6
72	22078885	9	20	6
3036	22078885	9	20	2
65018	22078885	9	20	1
6688	22078885	9	20	8
65018	22078885	10	16	4
6688	22078885	10	16	6
6688	22078875	2	6	3
1984	22078875	4	33	18
6688	22078875	4	33	4
1984	22078875	5	25	4
6688	22078875	5	25	7
6688	22078875	6	46	25
6688	22077446	2	15	13
6688	22077446	4	15	5
1984	22077446	5	29	22
6688	22077446	5	29	5
1984	22077446	6	19	4
4036	22077446	6	19	14
6688	22077446	6	19	6
4036	22077446	7	15	14
6678	22077446	7	15	4
1984	22077446	8	37	31
3033	22077446	8	37	6
6678	22077446	8	37	13
6688	22077446	8	37	20
6688	22077446	9	24	12
613	22076545	2	15	2
6688	22076542	2	13	3
6688	22076542	3	27	8
1984	22076542	4	36	1
6688	22076542	4	36	3
613	22076542	5	4	1
6688	22076542	7	18	4
8731	22076542	8	18	13
6688	22076542	8	18	3
1984	22076542	9	61	1
6688	22076542	9	61	3
7776	22076542	9	61	47
1984	22076542	11	18	7
1984	22076542	12	24	4
6688	22076542	12	24	10
6688	22075521	2	12	3
1984	22075521	3	8	4
6688	22075521	4	15	2
1984	22075521	5	38	3
6688	22075521	5	38	5
6688	22075521	6	46	15
6688	22075521	7	26	25
6688	22075521	9	27	7
6688	22075521	10	20	18
613	22075521	11	23	21
6688	22075521	11	23	5
6688	22075521	13	19	3
6688	22075520	2	13	4
1984	22075520	3	24	17
6688	22075520	3	24	19
81624	22075520	4	29	1
1984	22075520	4	29	24
5080	22075520	4	29	1
6688	22075520	4	29	12
1057	22075520	5	27	26
6688	22075520	5	27	9
1057	22075520	7	19	6
6688	22075520	7	19	15
1984	22075520	8	15	11
1057	22075520	9	17	10
6688	22075520	10	29	13
1984	22075520	11	26	9
6678	22075520	11	26	24
6688	22075520	11	26	8
1057	22075520	12	18	13
6688	22075520	12	18	7
81624	22075520	13	19	18
1057	22075520	13	19	2
1984	22075520	13	19	8
5080	22075520	13	19	18
1057	22075520	14	27	7
1984	22075520	14	27	23
1057	22075520	15	20	17
1984	22075520	15	20	10
3036	22075520	15	20	9
6678	22075520	15	20	13
3036	22075520	16	33	26
6678	22075520	16	33	29
6688	22075520	16	33	7
81624	22074992	3	20	4
5080	22074992	3	20	4
1984	22074992	4	7	4
3036	22074992	5	16	2
922	22074992	6	18	2
1786	22074992	6	18	2
6688	22074992	6	18	3
1984	22074992	7	33	16
1984	22074992	8	37	5
6688	22074992	9	13	12
6688	22074992	10	12	10
3033	22074992	11	9	2
6688	22074992	11	9	7
1984	22074992	12	16	8
6688	22074992	13	21	7
1984	22074992	14	20	7
3920	22074992	14	20	3
6688	22074992	14	20	18
3920	22074992	15	24	8
6688	22074992	15	24	14
6688	22074992	16	18	8
6688	22074315	2	15	4
81624	22074315	3	18	9
5080	22074315	3	18	9
6688	22074315	3	18	4
1984	22074315	4	24	4
6688	22074315	4	24	17
1984	22074315	6	25	15
1984	22074315	7	18	13
1984	22074315	10	32	5
1984	22074315	11	13	5
3036	22074315	11	13	4
6688	22074315	12	15	10
1984	22074315	13	31	28
6688	22074315	13	31	10
6688	22074315	14	18	6
1984	22074315	15	13	6
1984	22074315	16	28	15
6688	22074315	16	28	3
81624	22074315	17	16	7
5080	22074315	17	16	7
6688	22072682	2	11	9
1984	22072682	3	25	21
6678	22072682	3	25	8
6688	22072682	3	25	2
1984	22072682	6	18	13
81624	22072682	7	29	4
5080	22072682	7	29	4
6688	22072682	7	29	14
6688	22072682	8	39	38
1984	22072682	9	26	1
6688	22072682	9	26	5
6688	22072682	10	13	6
6688	22072682	11	31	6
3036	22072662	3	52	16
6688	22072662	3	52	4
1984	22072662	4	42	13
6688	22072662	4	42	10
6688	22072662	5	23	10
6688	22072662	6	31	9
6688	22068482	2	14	5
6688	22068482	3	13	10
6688	22068482	4	23	4
6688	22068482	5	20	12
6688	22068482	6	18	17
1984	22068482	7	33	5
6688	22068482	7	33	8
6688	22068482	10	20	17
1984	22068482	12	14	4
6688	22068482	12	14	9
81624	22067963	4	23	4
5080	22067963	4	23	4
6688	22067963	4	23	18
1984	22067963	6	22	11
6688	22067963	7	31	13
6688	22067166	2	16	4
81624	22067166	3	14	9
5080	22067166	3	14	9
6688	22067166	3	14	3
3036	22067166	5	19	9
6688	22067166	5	19	6
1984	22067166	6	31	20
6688	22067166	6	31	9
613	22067166	7	16	1
1984	22067166	7	16	5
6688	22067166	7	16	14
1984	22067166	8	31	11
6688	22067166	8	31	15
6688	22067166	9	19	15
6688	22065755	3	10	7
6688	22065755	4	19	6
6688	22065755	5	18	11
8239	22065755	6	14	7
6688	22065755	7	22	9
8239	22065755	7	22	1
1984	22065755	9	20	1
6688	22065755	9	20	3
8239	22065755	9	20	4
6688	22065755	10	21	2
8239	22065755	10	21	3
6678	22065755	11	29	1
6688	22065755	11	29	13
8239	22065755	11	29	7
6688	22065755	13	31	6
6688	22065755	14	23	3
8239	22065755	14	23	5
1984	22065755	15	12	7
6688	22065755	15	12	10
6688	22065209	2	8	6
1984	22065209	5	33	4
6688	22065209	5	33	16
6688	22064864	2	13	7
81624	22064864	3	29	6
1057	22064864	3	29	16
5080	22064864	3	29	6
6688	22064864	4	24	3
1984	22064864	5	23	1
1057	22064864	6	6	5
6688	22064864	7	37	12
6688	22064613	2	14	3
6688	22064613	3	36	18
54187	22064613	4	22	14
6302	22064613	4	22	14
6688	22064613	4	22	12
54187	22064613	7	59	3
1984	22064613	7	59	48
6302	22064613	7	59	3
6688	22064613	7	59	23
54187	22064613	8	44	33
6302	22064613	8	44	33
7776	22064613	8	44	16
1984	22064613	9	32	7
6688	22064613	9	32	19
54187	22064613	10	13	9
6302	22064613	10	13	9
6688	22064613	10	13	8
54187	22064613	11	38	4
1984	22064613	11	38	16
6302	22064613	11	38	4
1984	22045328	3	25	10
6688	22045328	3	25	2
6678	22045328	4	50	30
6688	22045328	4	50	12
613	22045328	5	9	2
6688	22045327	2	12	3
1984	22045327	3	17	4
345651	22045327	4	33	26
440915	22045327	4	33	26
641455	22045327	4	33	26
71	22045327	4	33	26
72	22045327	4	33	26
6688	22045327	4	33	31
596	22045327	5	57	45
6688	22045327	5	57	31
6688	22045327	7	20	6
6688	22045327	8	38	7
6688	22045327	9	30	28
6688	22045326	2	10	8
3036	22045326	3	26	3
6688	22045326	3	26	21
81624	22045326	5	16	6
5080	22045326	5	16	6
6678	22045326	5	16	2
6688	22045326	6	26	12
81624	22045326	7	39	5
1984	22045326	7	39	37
5080	22045326	7	39	5
6688	22045326	7	39	24
6688	22045325	2	15	2
3036	22045325	3	29	7
6678	22045325	3	29	12
6688	22045325	3	29	18
1984	22045325	4	12	8
6688	22045325	4	12	11
1984	22045325	5	28	24
6688	22045325	5	28	7
6688	22045325	6	27	3
6688	22045325	7	10	3
345651	22045325	8	33	15
440915	22045325	8	33	15
641455	22045325	8	33	15
71	22045325	8	33	15
72	22045325	8	33	15
1984	22045325	8	33	21
28503	22045325	8	33	18
6678	22045325	8	33	16
6688	22045325	8	33	8
1984	22045324	3	12	5
9215	22045324	3	12	6
6688	22045324	3	12	8
1984	22045324	4	63	15
6688	22045324	4	63	11
6688	22045322	2	11	2
3036	22045322	3	18	6
6688	22045322	3	18	15
3036	22045322	4	36	27
6688	22045322	4	36	3
6678	22045322	5	46	41
6688	22045322	5	46	11
6688	22045321	4	9	4
6688	22045321	6	16	13
6688	22045321	7	38	4
6688	22045321	8	38	22
613	22045321	9	27	4
6688	22045321	9	27	23
6688	22045321	10	24	9
6688	22045321	11	18	8
6688	22045320	2	6	4
1984	22045320	3	14	7
6688	22045320	3	14	10
6688	22045320	4	28	21
6688	22045320	5	16	11
1984	22057400	2	11	7
1984	22057087	2	15	10
6688	22057087	2	15	8
1984	22057087	3	22	2
6688	22057087	3	22	9
81624	22057087	4	20	1
5080	22057087	4	20	1
6678	22057087	5	25	7
6688	22057087	5	25	13
1825	22057087	6	20	1
6688	22057087	6	20	13
1984	22057087	7	33	10
6688	22057087	7	33	2
3036	22057087	9	14	6
6688	22057087	9	14	4
6688	22057087	10	26	8
6688	22056989	2	15	13
1984	22056989	3	16	7
6688	22056989	3	16	10
3036	22056989	4	19	17
6688	22056989	4	19	3
1057	22056989	5	12	8
3036	22056989	5	12	10
6688	22056989	5	12	5
6688	22056989	6	24	11
1984	22056989	8	36	4
6688	22056989	8	36	11
6688	22056989	9	23	16
6688	22056989	11	18	14
4280	22056989	13	36	5
6688	22056989	13	36	11
6688	22056989	15	26	8
6688	22053701	2	13	8
922	22053701	3	20	2
1786	22053701	3	20	2
6688	22053701	3	20	3
8972	22053701	4	25	20
6688	22053701	4	25	8
6688	22053701	5	25	4
6688	22053701	6	24	13
8972	22053701	7	18	14
6688	22053701	8	17	11
6688	22053701	9	19	5
6688	22052348	4	14	8
3036	22052348	5	24	9
6688	22052348	5	24	6
6678	22052348	6	18	8
6688	22052348	6	18	6
81624	22052348	7	23	4
5080	22052348	7	23	4
6688	22052348	7	23	21
6688	22052348	8	32	15
81624	22052286	2	12	1
5080	22052286	2	12	1
1984	22052286	3	21	5
3036	22052286	4	20	9
6688	22052286	4	20	13
6688	22052286	6	14	6
1984	22052286	7	23	4
6688	22052286	7	23	20
1984	22052286	8	15	8
1984	22052286	10	34	18
6688	22052286	11	29	11
81624	22052286	12	18	17
1057	22052286	12	18	2
5080	22052286	12	18	17
6688	22052286	12	18	13
6688	22052286	13	14	6
1984	22052286	14	27	21
6688	22052286	14	27	11
4709	22049200	3	24	21
6688	22049200	3	24	7
7126	22049200	3	24	21
1984	22049200	4	23	3
6688	22049200	4	23	6
6688	22049200	5	10	3
1984	22049200	6	58	10
4709	22049200	6	58	8
6688	22049200	6	58	6
7126	22049200	6	58	8
613	22049200	7	31	22
4709	22049200	7	31	17
7126	22049200	7	31	17
81624	22049200	8	32	22
3033	22049200	8	32	15
5080	22049200	8	32	22
6688	22049200	8	32	2
1984	22049200	9	42	5
4709	22049200	9	42	2
6688	22049200	9	42	10
7126	22049200	9	42	2
4709	22049200	10	23	13
7126	22049200	10	23	13
4709	22049200	12	19	8
7126	22049200	12	19	8
4709	22049200	13	20	2
7126	22049200	13	20	2
129521	22048791	4	6	4
6688	22048791	4	6	3
1984	22048791	5	23	6
1984	22048791	6	30	18
6688	22048791	6	30	9
6688	22048791	8	37	11
613	22048791	9	23	6
6688	22048791	10	22	3
1984	22048791	11	9	4
6688	22048791	11	9	6
6688	22048791	12	14	4
6688	22048791	13	16	11
1057	22047128	2	13	6
1984	22047128	2	13	11
6688	22047128	2	13	3
1984	22047128	3	13	5
6688	22047128	3	13	8
26258	22047128	4	7	7
1984	22047128	5	21	7
26258	22047128	5	21	10
6688	22047128	5	21	17
1984	22047128	6	12	1
3034	22047128	7	18	4
6688	22047128	7	18	3
6688	22047128	9	12	9
6678	22047128	12	9	7
6688	22047128	13	16	14
4580	22047128	18	13	1
6688	22047128	18	13	7
3034	22047128	19	8	4
6688	22047128	20	12	7
26258	22047128	21	18	18
6688	22047128	21	18	4
6688	22047128	22	12	10
81624	22047128	23	17	5
3033	22047128	23	17	4
4580	22047128	23	17	1
5080	22047128	23	17	5
6688	22046592	2	6	4
1984	22046592	3	36	5
6688	22046592	3	36	14
22900	22046592	4	33	28
6688	22046592	4	33	10
6749	22046592	4	33	3
1984	22046592	5	65	36
3036	22046592	5	65	54
6688	22046592	5	65	6
6688	22046592	6	19	11
1984	22045282	2	17	13
6688	22045282	2	17	5
1984	22045282	3	29	2
10899	22045282	3	29	6
6688	22045282	3	29	15
6688	22045282	4	24	16
4504	22045282	5	33	28
8972	22045282	5	33	6
6688	22045282	5	33	4
6688	22045282	9	24	5
6688	22045282	10	13	3
1984	22045282	12	14	3
3036	22045282	12	14	2
6678	22045282	12	14	7
6688	22045282	12	14	13
1984	22045282	13	13	3
3036	22045282	13	13	2
6688	22045282	13	13	6
6688	22045282	15	18	4
6688	22045168	2	10	8
81624	22045168	3	13	4
5080	22045168	3	13	4
6688	22045168	3	13	7
6688	22045168	4	11	3
1984	22045168	5	45	42
6688	22045168	5	45	9
6678	22045168	10	25	6
6688	22045168	13	20	19
6688	22045168	14	12	9
1984	22045168	15	22	3
65018	22043288	2	8	4
6688	22043288	2	8	3
1984	22043288	3	17	11
6688	22043288	3	17	2
3036	22043288	4	16	3
65018	22043288	4	16	1
1984	22043288	5	42	16
65018	22043288	5	42	19
6688	22043288	5	42	3
1057	22043288	6	15	14
65018	22043288	6	15	9
1984	22043288	7	42	22
3033	22043288	7	42	9
65018	22043288	7	42	6
6688	22043288	7	42	12
81624	22043288	8	16	3
5080	22043288	8	16	3
6688	22043288	8	16	9
6688	22043288	9	27	5
65018	22043288	10	38	10
6688	22043288	10	38	9
4280	22043175	2	16	16
65018	22043175	2	16	12
6688	22043175	2	16	11
81624	22043175	5	11	3
5080	22043175	5	11	3
6688	22043175	6	11	10
6688	22043175	7	25	21
4280	22043175	8	29	15
65018	22043175	8	29	11
6688	22043175	8	29	10
1984	22043175	9	23	18
65018	22043175	9	23	13
6688	22043175	9	23	12
1984	22043175	10	46	4
6688	22043175	10	46	7
1984	22042176	2	5	3
1984	22042176	3	29	3
6678	22042176	3	29	21
6688	22042176	3	29	6
1984	22042172	2	7	5
1984	22042172	3	27	13
6688	22042172	3	27	5
6678	22042172	6	21	18
3033	22042172	7	14	4
81624	22042172	8	35	16
613	22042172	8	35	9
3033	22042172	8	35	4
5080	22042172	8	35	16
6678	22042172	8	35	8
6688	22042172	8	35	19
6688	22042171	2	15	7
1984	22041733	3	14	1
6688	22041733	3	14	13
6688	22041733	4	20	8
1984	22041733	5	15	1
3033	22041733	5	15	9
6688	22041733	5	15	12
1984	22041733	6	20	17
1984	22040900	3	35	23
6688	22040900	3	35	3
1984	22040900	4	23	1
6688	22040900	4	23	3
81624	22040900	5	46	10
1984	22040900	5	46	41
5080	22040900	5	46	10
6688	22040900	5	46	15
1984	22040900	6	18	3
81624	22040900	8	34	17
613	22040900	8	34	8
5080	22040900	8	34	17
7776	22040900	8	34	13
1984	22040900	9	26	3
6688	22040900	9	26	7
6688	22021174	2	16	14
6678	22021174	3	45	8
6688	22021174	3	45	13
1881	22021174	5	21	10
1984	22021174	5	21	17
6678	22021174	5	21	12
6688	22021174	5	21	3
6688	22021174	6	31	7
1881	22021174	7	15	14
6678	22021174	10	28	2
613	22021174	12	10	9
1984	22021174	13	51	39
6688	22021174	13	51	9
6688	22021174	15	24	6
6688	22021174	16	38	10
6678	22021174	18	17	15
6688	22021174	18	17	3
613	22021174	19	127	7
8972	22021174	19	127	109
6688	22021174	19	127	40
6688	22021174	21	13	12
1984	22021174	22	24	7
6688	22021174	22	24	3
8731	22021174	23	38	6
6688	22021174	23	38	12
6688	22021174	24	11	9
1881	22021174	25	26	2
1984	22021174	25	26	21
6688	22021174	25	26	4
81624	22021174	26	18	14
5080	22021174	26	18	14
6688	22021173	2	16	14
6688	22021173	3	22	10
6688	22021173	4	30	7
613	22021173	7	22	12
613	22021173	8	17	1
1984	22021173	8	17	5
613	22021173	9	30	24
6688	22021173	9	30	3
6688	22021173	10	19	3
1984	22021173	11	20	5
6688	22021173	11	20	18
1984	22021173	12	16	8
6688	22021173	13	16	8
6311	22037902	4	15	3
6688	22037902	4	15	2
81624	22037902	5	18	3
5080	22037902	5	18	3
6688	22037902	5	18	9
1984	22037902	6	21	2
6688	22037902	6	21	5
6311	22037902	7	36	9
6688	22037902	7	36	21
6311	22037902	8	19	8
81624	22037902	9	22	10
1984	22037902	9	22	6
5080	22037902	9	22	10
6688	22037902	9	22	3
81624	22037902	11	25	15
1984	22037902	11	25	7
5080	22037902	11	25	15
6311	22037902	11	25	12
6688	22037902	11	25	11
6688	22037599	3	35	6
7173	22037599	4	21	20
6688	22037599	6	14	3
1984	22037599	7	16	3
6622	22037599	7	16	16
6688	22037599	7	16	14
6622	22037599	8	14	7
613	22037599	9	19	13
6622	22037599	9	19	2
7173	22037599	9	19	10
6622	22037599	10	12	3
6622	22037599	11	25	13
6688	22037599	11	25	4
6622	22037599	12	12	3
3483	22036560	2	8	8
6647	22036560	2	8	8
6688	22036560	2	8	3
1984	22036560	3	38	22
6688	22036560	3	38	17
1984	22036560	4	23	4
3036	22036560	4	23	7
6647	22036560	4	23	15
6688	22036560	5	18	13
1984	22034770	3	10	4
6688	22034770	4	29	7
1984	22034770	8	17	13
6688	22034770	8	17	15
1984	22034770	9	17	1
81624	22034770	10	66	54
3036	22034770	10	66	45
5080	22034770	10	66	54
6678	22034770	10	66	19
6688	22034770	10	66	60
81624	22034770	11	19	1
5080	22034770	11	19	1
6688	22034770	13	22	8
6688	22034770	14	24	5
6678	22032468	4	27	5
1984	22032468	5	23	18
6688	22032468	5	23	7
6688	22032468	6	14	3
1984	22032468	7	21	12
1984	22032468	9	24	4
6688	22032468	9	24	6
1984	22032468	10	26	22
6688	22032468	10	26	7
6688	22032468	12	19	18
6678	22032468	13	27	16
6688	22032468	13	27	7
1984	22032468	15	28	4
6678	22032468	15	28	17
6688	22032468	15	28	7
6688	22032468	16	28	5
613	22032468	17	39	17
6688	22032468	17	39	29
613	22032468	18	15	6
6688	22032468	18	15	11
1984	22032181	2	8	2
6688	22032181	2	8	5
1984	22032181	4	21	8
6678	22032181	4	21	3
6688	22032181	4	21	6
6678	22032181	6	30	4
1984	22032181	7	11	6
1984	22031685	2	9	6
1984	22031685	3	9	4
6688	22031685	4	20	11
81624	22031685	5	28	24
5080	22031685	5	28	24
6688	22031685	5	28	13
3036	22031685	6	37	3
6678	22031685	6	37	9
81624	22031685	7	39	32
5080	22031685	7	39	32
6688	22031685	7	39	19
6678	22030944	2	15	7
6688	22030944	2	15	3
6688	22030944	3	25	8
1984	22030944	4	15	9
4504	22030944	4	15	4
6678	22030944	4	15	12
4504	22030944	5	25	20
1984	22030944	7	28	7
6418	22030944	7	28	11
6688	22030944	7	28	20
6688	22030944	10	17	4
1984	22028219	3	18	9
6688	22028219	3	18	5
6688	22028219	5	33	8
1984	22028219	6	23	18
6688	22028219	6	23	12
1984	22028219	8	17	9
6688	22028219	10	29	12
3036	22028219	11	44	12
6688	22028219	11	44	3
6688	22028219	12	44	41
6688	22028219	13	15	5
3036	22028219	14	33	20
6688	22028219	14	33	17
1984	22027928	2	11	3
6688	22027928	2	11	6
1984	22027928	3	13	3
6688	22027928	3	13	6
6688	22027928	4	29	7
3033	22027928	6	23	8
6688	22027928	6	23	19
79071	22027928	7	23	6
2178	22027928	7	23	6
6688	22027928	7	23	7
1984	22027928	8	12	4
6688	22027928	8	12	7
1984	22027794	2	17	5
6688	22027794	2	17	15
1984	22027794	3	24	3
6688	22027794	3	24	5
1984	22027794	4	17	5
6688	22027794	4	17	4
6688	22027794	5	14	8
6688	22027794	6	25	12
6688	22027794	7	18	6
6688	22027794	8	10	2
6688	22027794	9	23	22
6688	22027794	10	36	8
6688	22027794	11	10	3
6688	22027794	12	17	2
6688	22026326	2	13	2
1984	22026326	3	30	7
1984	22026326	4	20	3
6688	22026326	4	20	5
1984	22026326	6	12	5
3033	22026326	6	12	4
6688	22026326	7	27	8
6688	22026326	8	11	9
6688	22026326	9	11	7
6688	22025277	2	10	3
6622	22025277	6	11	10
1984	22025277	8	32	6
6622	22025277	8	32	13
6688	22025277	8	32	17
1984	22025277	9	31	8
9215	22025277	9	31	9
6622	22025277	9	31	24
6688	22023479	2	14	5
6688	22023479	4	30	7
1984	22023479	5	33	30
3036	22023479	5	33	18
6688	22023479	5	33	9
6688	22023479	6	30	20
1984	22023479	7	32	7
6688	22023479	7	32	3
1984	22023479	8	30	15
6688	22023479	8	30	4
81624	22023479	9	27	23
4548	22023479	9	27	27
5080	22023479	9	27	23
6688	22023479	9	27	26
1984	22023479	10	27	5
3036	22023479	10	27	8
4548	22023479	10	27	13
6678	22023479	10	27	2
6688	22023479	11	15	10
1984	22022363	2	16	10
6688	22022363	2	16	3
1984	22022363	3	14	6
1984	22022363	4	53	4
4504	22022363	4	53	3
6688	22022363	4	53	19
6688	22022363	5	23	9
6688	22022363	6	28	10
1984	22022363	7	19	2
6688	22022363	7	19	4
6688	22022363	9	20	17
596	22022363	10	7	7
1984	22022363	11	32	12
6688	22022363	11	32	9
6688	22022363	12	17	9
23400	22022275	2	22	9
1984	22022275	2	22	1
1984	22022275	3	31	6
6688	22022275	3	31	20
80331	22022275	4	18	9
1984	22022275	4	18	4
6688	22022275	4	18	8
80331	22022275	5	31	23
4151	22022275	5	31	31
10273	22022275	5	31	17
6678	22022275	6	15	14
23400	22022275	7	45	44
80331	22022275	7	45	32
1984	22022275	7	45	1
6688	22022275	7	45	42
23400	22022275	8	19	5
1984	22022275	8	19	14
6688	22022275	8	19	8
23400	22022275	9	11	7
1984	22022275	9	11	2
6688	22022275	9	11	4
613	22022275	10	17	1
80331	22022275	10	17	4
1984	22022275	11	17	2
6688	22022275	11	17	4
80331	22022275	12	23	8
6688	22022275	12	23	2
23400	22022275	13	10	1
1984	22022275	14	20	7
6688	22022239	2	15	2
6688	22022239	3	43	24
6688	22022239	4	34	22
6688	22022239	5	27	6
6678	22022239	6	48	43
6688	22022239	6	48	6
6688	22022189	5	20	9
6688	22022189	7	32	13
7776	22022189	8	71	23
1984	22022189	9	27	12
81624	22021252	3	26	23
5080	22021252	3	26	23
6688	22021252	3	26	3
1984	22021252	4	17	8
6688	22021252	4	17	15
81624	22021252	5	23	20
5080	22021252	5	23	20
1984	22021252	6	38	9
6688	22021252	6	38	30
81624	22021252	8	13	4
5080	22021252	8	13	4
6688	22021252	9	22	5
1984	22021252	10	25	11
6688	22021252	10	25	6
6688	22020457	2	22	5
6688	22020457	3	19	3
3036	22020457	4	17	13
6688	22020457	4	17	10
1984	22020457	5	32	14
9215	22020457	5	32	15
6688	22020457	5	32	17
1984	22020457	6	43	1
6688	22020457	6	43	3
6688	22020457	8	20	3
6688	22020457	10	20	8
1984	22020457	11	12	4
1984	22020457	13	18	6
3036	22020457	14	23	3
6688	22020457	14	23	22
6688	22020207	3	13	9
6688	22020207	7	25	5
6688	22019972	3	23	19
1984	22019972	4	15	3
1984	22019972	5	10	1
6688	22019972	6	12	3
1984	22019972	8	19	17
6688	22019972	8	19	4
1984	22019972	9	31	16
6688	22019972	9	31	29
6688	22019961	3	25	3
6688	22019961	6	11	3
81624	22019961	8	19	10
1984	22019961	8	19	3
5080	22019961	8	19	10
7776	22019961	11	38	14
613	22019961	12	34	27
57379	22019961	13	26	18
1984	22019961	13	26	4
6688	22019961	13	26	21
10922	22019648	2	15	5
1984	22019648	2	15	4
6678	22019648	2	15	3
10922	22019648	3	29	11
1984	22019648	3	29	10
6688	22019648	3	29	9
10922	22019648	4	31	30
6688	22019648	6	31	6
10922	22019648	9	29	6
1984	22019648	9	29	16
1984	22019646	2	15	3
6678	22019646	2	15	9
6688	22019646	2	15	2
3036	22019646	3	23	13
6688	22019646	3	23	21
922	22019646	4	22	2
1786	22019646	4	22	2
1984	22019646	4	22	10
6678	22019646	4	22	15
6688	22019646	4	22	9
6678	22019646	5	27	22
6688	22019646	5	27	3
8972	22019646	6	34	30
6688	22019646	6	34	3
1984	22019646	7	23	12
6688	22019646	8	25	5
11311	22019646	9	42	42
3009	22019646	9	42	42
6013	22019646	9	42	42
6688	22019646	9	42	8
81624	22019646	10	20	6
5080	22019646	10	20	6
6688	22019646	10	20	5
81624	22018708	4	14	6
5080	22018708	4	14	6
6688	22018708	4	14	12
1984	22018708	8	21	16
6688	22018708	8	21	18
1984	22018708	12	16	8
3033	22018708	12	16	7
6688	22018708	12	16	11
1984	22018708	14	20	10
6678	22018708	14	20	5
1984	22017994	3	17	8
81624	22017994	4	16	14
4036	22017994	4	16	5
5080	22017994	4	16	14
6688	22017994	4	16	13
1984	22017994	5	19	6
6688	22017994	5	19	18
6688	22017994	6	23	2
1984	22017994	7	27	6
3036	22017994	7	27	5
4036	22017994	7	27	22
6678	22017994	7	27	10
4036	22017994	8	26	3
6688	22017994	8	26	15
1984	22017994	9	22	15
6678	22017983	2	10	2
3036	22017983	3	17	7
5833	22017983	4	8	7
6688	22017983	4	8	4
1984	22017983	5	20	2
4036	22017983	5	20	8
6678	22017983	5	20	12
6688	22017983	5	20	15
6688	22017152	2	8	5
6688	22016808	2	15	2
1984	22016808	3	27	5
6688	22016808	3	27	13
6688	22016808	4	13	11
1984	22016808	5	20	1
6688	22016808	5	20	13
81624	22016808	6	28	6
3036	22016808	6	28	15
5080	22016808	6	28	6
6688	22016808	6	28	23
1984	22016808	8	25	4
6688	22016808	8	25	6
3036	22016808	9	45	10
6688	22016808	9	45	26
1984	22016808	10	39	4
6688	22016808	10	39	10
1057	22016808	12	47	15
1677	22016808	12	47	11
1984	22016808	12	47	31
6688	22016808	12	47	4
6688	22016808	13	21	18
1984	22016808	14	18	9
6688	22016436	3	13	3
6688	22016436	8	26	12
6678	22016436	9	28	18
6688	22016436	9	28	23
1984	22016436	10	25	21
6688	22014436	2	7	3
6688	22014436	4	10	3
6688	22014436	6	11	5
6688	22014436	7	29	3
2629	22014436	8	32	21
6678	22014436	8	32	28
6688	22014436	8	32	11
6688	22014436	9	20	15
6688	22014436	10	21	15
81624	22014434	4	16	11
5080	22014434	4	16	11
1984	22014434	5	20	12
6688	22014434	5	20	1
6688	22014434	6	22	7
6688	22014434	7	25	22
81624	22014118	2	12	5
5080	22014118	2	12	5
6688	22014118	3	28	17
1984	22014118	4	24	6
3036	22014118	4	24	14
6688	22014118	4	24	9
6688	22014118	5	28	20
1984	22014118	6	34	26
6688	22014118	6	34	5
922	22014118	7	41	27
1786	22014118	7	41	27
1984	22014118	7	41	22
3036	22014118	7	41	11
6688	22014118	7	41	8
1984	22014118	8	46	5
3036	22014118	8	46	24
6688	22014118	8	46	7
1984	22014118	9	45	1
1984	22014118	10	22	20
6688	22014118	10	22	7
81624	22014118	11	21	10
1984	22014118	11	21	3
5080	22014118	11	21	10
6688	22014118	11	21	7
1984	22013567	2	11	3
6688	22013567	2	11	5
1984	22013567	3	19	2
3036	22013567	3	19	8
55364	22013567	5	14	5
6688	22013567	5	14	6
6688	22013567	6	35	5
1984	22013566	3	14	4
6688	22013566	3	14	6
4504	22013566	4	28	27
6688	22013566	4	28	9
1984	22013566	5	15	2
6688	22013566	6	33	2
1984	22013566	7	21	10
6678	22013566	7	21	2
6688	22013566	8	14	12
6688	22013566	9	16	10
3036	22013566	10	20	4
6678	22013566	10	20	6
6688	22013566	10	20	9
1984	22013566	11	19	3
55364	22013420	2	21	1
1984	22013420	2	21	3
6678	22013420	2	21	7
6688	22013420	2	21	2
1984	22013420	3	25	20
6688	22013420	3	25	15
6688	22013420	4	12	7
6678	22013420	5	57	24
6688	22013420	5	57	3
1984	22013420	6	16	7
1984	22013420	7	20	14
6688	22013420	7	20	18
92344	22013420	8	35	20
6688	22013420	9	22	6
150921	22013420	10	12	8
1984	22013420	11	16	3
6688	22013420	11	16	12
6678	22013420	14	28	13
6688	22013420	14	28	3
3036	22013420	16	16	6
6678	22013420	16	16	9
6688	22013420	16	16	13
6688	22013420	17	13	6
6688	22013209	2	12	10
1984	22013209	3	11	5
6688	22013209	3	11	9
6688	22013209	4	30	8
3036	22013209	6	25	23
