DiseaseName	PMID	Line index	The # of total tokens in sentence	Start position of tagged disease in sentence
pa445254	pmid: 21954089	3	17	14
pa445254	pmid: 21953897	2	10	6
pa445254	pmid: 21953863	3	34	12
pa445254	pmid: 21953863	4	27	15
pa445254	pmid: 21953789	2	13	12
pa445254	pmid: 21953789	3	35	30
pa445254	pmid: 21953789	4	26	25
pa445254	pmid: 21953789	5	30	3
pa445254	pmid: 21953697	4	12	2
pa445254	pmid: 21953697	11	27	23
pa445254	pmid: 21952071	2	7	6
pa445254	pmid: 21952071	3	30	6
pa445254	pmid: 21951713	2	13	9
pa445254	pmid: 21951713	3	17	6
pa445254	pmid: 21951713	9	24	19
pa445254	pmid: 21951066	2	26	25
pa445254	pmid: 21951066	3	16	15
pa445254	pmid: 21951066	12	27	19
pa445254	pmid: 21951056	2	16	15
pa445254	pmid: 21951056	3	17	5
pa445254	pmid: 21950984	7	24	8
pa445254	pmid: 21950984	8	35	34
pa445254	pmid: 21950532	2	9	8
pa445254	pmid: 21950529	2	15	7
pa445254	pmid: 21950529	3	23	13
pa445254	pmid: 21950265	3	22	21
pa445254	pmid: 21948915	2	10	9
pa445254	pmid: 21948912	2	18	13
pa445254	pmid: 21948911	2	14	13
pa445254	pmid: 21948012	9	49	43
pa445254	pmid: 21947534	3	49	46
pa445254	pmid: 21946325	6	18	10
pa445254	pmid: 21945983	2	5	4
pa445254	pmid: 21945983	3	34	32
pa445254	pmid: 21941841	13	35	17
pa445254	pmid: 21940621	3	24	16
pa445254	pmid: 21940614	3	42	7
pa445254	pmid: 21939547	2	20	19
pa445254	pmid: 21939547	3	37	6
pa445254	pmid: 21937912	3	18	10
pa445254	pmid: 21936964	5	37	36
pa445254	pmid: 21936884	2	13	8
pa445254	pmid: 21934376	4	39	34
pa445254	pmid: 21934373	2	11	7
pa445254	pmid: 21934373	3	23	12
pa445254	pmid: 21934364	2	16	15
pa445254	pmid: 21934364	3	23	21
pa445254	pmid: 21931820	2	10	5
pa445254	pmid: 21931353	2	6	5
pa445254	pmid: 21931347	2	17	16
pa445254	pmid: 21930938	4	18	4
pa445254	pmid: 21930184	2	6	2
pa445254	pmid: 21930184	3	44	2
pa445254	pmid: 21928905	2	7	6
pa445254	pmid: 21928905	4	31	10
pa445254	pmid: 21925152	2	16	15
pa445254	pmid: 21925152	3	27	2
pa445254	pmid: 21925152	13	20	19
pa445254	pmid: 21924950	2	15	9
pa445254	pmid: 21924950	3	33	25
pa445254	pmid: 21924367	2	16	15
pa445254	pmid: 21922512	11	32	26
pa445254	pmid: 21921840	2	15	14
pa445254	pmid: 21921840	5	24	12
pa445254	pmid: 21921694	3	25	19
pa445254	pmid: 21921019	2	10	9
pa445254	pmid: 21921019	3	59	8
pa445254	pmid: 21921019	6	31	15
pa445254	pmid: 21921019	15	50	49
pa445254	pmid: 21919541	2	13	12
pa445254	pmid: 21919541	3	28	5
pa445254	pmid: 21917799	6	29	10
pa445254	pmid: 21917799	10	28	10
pa445254	pmid: 21917774	2	10	4
pa445254	pmid: 21917769	2	10	8
pa445254	pmid: 21917769	4	23	21
pa445254	pmid: 21917765	2	12	10
pa445254	pmid: 21917501	3	22	5
pa445254	pmid: 21915906	2	9	3
pa445254	pmid: 21915906	3	21	6
pa445254	pmid: 21915906	4	37	25
pa445254	pmid: 21915906	5	20	16
pa445254	pmid: 21915906	7	43	40
pa445254	pmid: 21915906	8	34	31
pa445254	pmid: 21915906	9	34	24
pa445254	pmid: 21915906	10	25	5
pa445254	pmid: 21915906	11	16	6
pa445254	pmid: 21912704	2	11	10
pa445254	pmid: 21912704	5	19	4
pa445254	pmid: 21912625	2	11	10
pa445254	pmid: 21911417	3	21	17
pa445254	pmid: 21911417	15	34	22
pa445254	pmid: 21908227	3	32	14
pa445254	pmid: 21908227	4	28	7
pa445254	pmid: 21908227	5	28	25
pa445254	pmid: 21908226	2	13	9
pa445254	pmid: 21907175	2	10	8
pa445254	pmid: 21907067	2	18	17
pa445254	pmid: 21907011	2	8	7
pa445254	pmid: 21907011	8	22	21
pa445254	pmid: 21906920	2	11	10
pa445254	pmid: 21906920	3	26	23
pa445254	pmid: 21906664	2	17	16
pa445254	pmid: 21906664	3	23	21
pa445254	pmid: 21906659	3	24	12
pa445254	pmid: 21905799	2	11	10
pa445254	pmid: 21905799	3	24	22
pa445254	pmid: 21905078	7	32	20
pa445254	pmid: 21904896	2	17	16
pa445254	pmid: 21904896	3	23	2
pa445254	pmid: 21904267	2	13	5
pa445254	pmid: 21904267	4	37	20
pa445254	pmid: 21904267	9	23	13
pa445254	pmid: 21901502	2	12	11
pa445254	pmid: 21898597	2	11	10
pa445254	pmid: 21898597	3	34	15
pa445254	pmid: 21898597	5	17	7
pa445254	pmid: 21898597	7	30	12
pa445254	pmid: 21894604	2	14	13
pa445254	pmid: 21894604	4	22	20
pa445254	pmid: 21894020	2	14	10
pa445254	pmid: 21894020	3	24	6
pa445254	pmid: 21893323	2	4	2
pa445254	pmid: 21892895	3	19	16
pa445254	pmid: 21890575	2	16	7
pa445254	pmid: 21890575	3	23	21
pa445254	pmid: 21890574	2	8	7
pa445254	pmid: 21890574	3	13	11
pa445254	pmid: 21889984	3	47	41
pa445254	pmid: 21889984	7	31	7
pa445254	pmid: 21889494	2	13	12
pa445254	pmid: 21889494	3	27	16
pa445254	pmid: 21889494	11	24	23
pa445254	pmid: 21889169	2	19	13
pa445254	pmid: 21889169	3	33	4
pa445254	pmid: 21887844	2	11	7
pa445254	pmid: 21887844	3	24	13
pa445254	pmid: 21887350	2	19	18
pa445254	pmid: 21887350	3	29	13
pa445254	pmid: 21885347	2	13	9
pa445254	pmid: 21885347	4	20	13
pa445254	pmid: 21885347	6	27	25
pa445254	pmid: 21885346	2	9	8
pa445254	pmid: 21884132	2	9	5
pa445254	pmid: 21881837	3	20	18
pa445254	pmid: 21881837	10	24	22
pa445254	pmid: 21881474	2	10	6
pa445254	pmid: 21881474	13	27	26
pa445254	pmid: 21881473	2	12	11
pa445254	pmid: 21881473	3	23	13
pa445254	pmid: 21881473	4	29	9
pa445254	pmid: 21881468	3	25	8
pa445254	pmid: 21881468	7	19	8
pa445254	pmid: 21881468	10	21	17
pa445254	pmid: 21881468	11	33	15
pa445254	pmid: 21880913	2	19	18
pa445254	pmid: 21880913	8	26	25
pa445254	pmid: 21880335	4	14	4
pa445254	pmid: 21880335	8	25	12
pa445254	pmid: 21880334	2	9	8
pa445254	pmid: 21880334	3	18	4
pa445254	pmid: 21878689	3	20	18
pa445254	pmid: 21878363	2	6	5
pa445254	pmid: 21878363	3	39	6
pa445254	pmid: 21878213	2	8	7
pa445254	pmid: 21878213	3	62	16
pa445254	pmid: 21878213	11	45	42
pa445254	pmid: 21877033	2	17	13
pa445254	pmid: 21877033	3	11	9
pa445254	pmid: 21877033	9	39	22
pa445254	pmid: 21876529	17	20	19
pa445254	pmid: 21876529	18	32	29
pa445254	pmid: 21876465	2	10	9
pa445254	pmid: 21876465	5	34	26
pa445254	pmid: 21876194	2	9	7
pa445254	pmid: 21875422	2	11	10
pa445254	pmid: 21875422	3	25	6
pa445254	pmid: 21872587	2	18	17
pa445254	pmid: 21872587	3	24	23
pa445254	pmid: 21872587	6	28	22
pa445254	pmid: 21872441	4	21	18
pa445254	pmid: 21872355	2	17	15
pa445254	pmid: 21872355	3	23	14
pa445254	pmid: 21872276	2	9	8
pa445254	pmid: 21872276	3	28	18
pa445254	pmid: 21872276	11	24	13
pa445254	pmid: 21871902	2	26	25
pa445254	pmid: 21871902	3	30	10
pa445254	pmid: 21871844	2	16	15
pa445254	pmid: 21871844	3	19	3
pa445254	pmid: 21871538	2	8	7
pa445254	pmid: 21871538	3	15	11
pa445254	pmid: 21870999	4	55	19
pa445254	pmid: 21869721	7	48	17
pa445254	pmid: 21868039	2	6	5
pa445254	pmid: 21867400	2	13	8
pa445254	pmid: 21867400	3	23	17
pa445254	pmid: 21867400	5	17	16
pa445254	pmid: 21867400	10	37	29
pa445254	pmid: 21866175	2	14	2
pa445254	pmid: 21866175	3	16	14
pa445254	pmid: 21865882	2	31	30
pa445254	pmid: 21865882	11	31	19
pa445254	pmid: 21865760	4	46	22
pa445254	pmid: 21865652	4	26	11
pa445254	pmid: 21865317	2	17	16
pa445254	pmid: 21864849	2	10	9
pa445254	pmid: 21864849	3	10	8
pa445254	pmid: 21864557	8	22	15
pa445254	pmid: 21864527	2	9	8
pa445254	pmid: 21864527	3	27	2
pa445254	pmid: 21864078	2	13	5
pa445254	pmid: 21864068	3	24	13
pa445254	pmid: 21864066	2	6	5
pa445254	pmid: 21864066	4	23	10
pa445254	pmid: 21863741	2	5	4
pa445254	pmid: 21863741	3	17	7
pa445254	pmid: 21863741	4	32	26
pa445254	pmid: 21863007	3	15	7
pa445254	pmid: 21863007	5	16	13
pa445254	pmid: 21863007	6	18	9
pa445254	pmid: 21863007	8	36	32
pa445254	pmid: 21862738	2	8	7
pa445254	pmid: 21862438	2	14	5
pa445254	pmid: 21862438	3	17	8
pa445254	pmid: 21862038	2	13	9
pa445254	pmid: 21862038	4	26	17
pa445254	pmid: 21860778	2	10	9
pa445254	pmid: 21860778	3	17	3
pa445254	pmid: 21858182	5	43	17
pa445254	pmid: 21856692	2	16	10
pa445254	pmid: 21856692	3	23	15
pa445254	pmid: 21856586	2	8	6
pa445254	pmid: 21856585	2	9	8
pa445254	pmid: 21856319	2	12	6
pa445254	pmid: 21856205	2	14	7
pa445254	pmid: 21856205	4	30	15
pa445254	pmid: 21856205	5	26	5
pa445254	pmid: 21856205	6	21	5
pa445254	pmid: 21856205	7	29	26
pa445254	pmid: 21855895	2	11	7
pa445254	pmid: 21855895	3	25	23
pa445254	pmid: 21855627	2	17	16
pa445254	pmid: 21855627	3	14	12
pa445254	pmid: 21853051	2	11	7
pa445254	pmid: 21853051	3	18	16
pa445254	pmid: 21852951	9	43	12
pa445254	pmid: 21851954	2	24	7
pa445254	pmid: 21851954	3	40	26
pa445254	pmid: 21851616	2	16	15
pa445254	pmid: 21851616	3	49	25
pa445254	pmid: 21850687	3	30	18
pa445254	pmid: 21850279	6	17	15
pa445254	pmid: 21849941	4	18	8
pa445254	pmid: 21849641	2	11	10
pa445254	pmid: 21849641	3	14	6
pa445254	pmid: 21849493	4	12	3
pa445254	pmid: 21849176	2	8	7
pa445254	pmid: 21849175	2	11	7
pa445254	pmid: 21849174	2	9	8
pa445254	pmid: 21849174	3	24	5
pa445254	pmid: 21849167	2	17	13
pa445254	pmid: 21849167	5	25	23
pa445254	pmid: 21847085	3	24	9
pa445254	pmid: 21846993	2	10	9
pa445254	pmid: 21846992	2	14	13
pa445254	pmid: 21846992	3	11	7
pa445254	pmid: 21846727	5	26	16
pa445254	pmid: 21846476	2	20	19
pa445254	pmid: 21846476	3	23	21
pa445254	pmid: 21846220	2	7	6
pa445254	pmid: 21846220	4	30	10
pa445254	pmid: 21845593	2	10	9
pa445254	pmid: 21845593	3	11	8
pa445254	pmid: 21843964	2	13	10
pa445254	pmid: 21843964	3	23	19
pa445254	pmid: 21842440	2	11	8
pa445254	pmid: 21841671	6	15	6
pa445254	pmid: 21840789	2	15	5
pa445254	pmid: 21840542	2	14	5
pa445254	pmid: 21840542	3	23	14
pa445254	pmid: 21840542	5	40	16
pa445254	pmid: 21840242	2	15	2
pa445254	pmid: 21840242	3	33	26
pa445254	pmid: 21839756	2	7	6
pa445254	pmid: 21839480	2	9	8
pa445254	pmid: 21839480	6	23	21
pa445254	pmid: 21839478	2	9	8
pa445254	pmid: 21839478	3	16	15
pa445254	pmid: 21838671	3	19	7
pa445254	pmid: 21838506	2	11	10
pa445254	pmid: 21838506	3	31	17
pa445254	pmid: 21836035	2	15	4
pa445254	pmid: 21836035	3	32	9
pa445254	pmid: 21836031	2	12	11
pa445254	pmid: 21836031	3	34	11
pa445254	pmid: 21834788	2	15	2
pa445254	pmid: 21834788	4	24	23
pa445254	pmid: 21834788	7	28	10
pa445254	pmid: 21833065	2	8	4
pa445254	pmid: 21832222	3	33	24
pa445254	pmid: 21832218	2	11	5
pa445254	pmid: 21832218	3	35	24
pa445254	pmid: 21832218	6	54	20
pa445254	pmid: 21832218	9	15	4
pa445254	pmid: 21832216	2	10	5
pa445254	pmid: 21832216	3	17	3
pa445254	pmid: 21832216	6	31	10
pa445254	pmid: 21832215	2	10	9
pa445254	pmid: 21832215	3	19	17
pa445254	pmid: 21832214	2	11	4
pa445254	pmid: 21832214	3	31	14
pa445254	pmid: 21832212	2	9	7
pa445254	pmid: 21832061	3	22	21
pa445254	pmid: 21832061	15	22	21
pa445254	pmid: 21832049	3	60	21
pa445254	pmid: 21831682	4	48	31
pa445254	pmid: 21831400	2	9	8
pa445254	pmid: 21831400	3	23	6
pa445254	pmid: 21831400	9	27	26
pa445254	pmid: 21831297	2	13	12
pa445254	pmid: 21831297	3	30	9
pa445254	pmid: 21829882	2	11	7
pa445254	pmid: 21829612	3	37	7
pa445254	pmid: 21829596	2	7	6
pa445254	pmid: 21829596	3	20	12
pa445254	pmid: 21827489	3	18	16
pa445254	pmid: 21826887	2	9	8
pa445254	pmid: 21825240	2	11	4
pa445254	pmid: 21825240	3	32	11
pa445254	pmid: 21825240	9	13	8
pa445254	pmid: 21825239	4	11	10
pa445254	pmid: 21825238	12	32	23
pa445254	pmid: 21825213	2	11	7
pa445254	pmid: 21825213	3	21	19
pa445254	pmid: 21825213	4	34	20
pa445254	pmid: 21825213	9	30	10
pa445254	pmid: 21825080	2	16	11
pa445254	pmid: 21825080	3	31	13
pa445254	pmid: 21824799	2	14	13
pa445254	pmid: 21824799	3	17	15
pa445254	pmid: 21824629	2	11	5
pa445254	pmid: 21822547	4	34	32
pa445254	pmid: 21822547	5	19	2
pa445254	pmid: 21821107	10	22	20
pa445254	pmid: 21820940	2	16	15
pa445254	pmid: 21820940	3	38	30
pa445254	pmid: 21820940	4	23	15
pa445254	pmid: 21820940	5	41	12
pa445254	pmid: 21820940	6	18	14
pa445254	pmid: 21820940	10	22	16
pa445254	pmid: 21820129	2	17	16
pa445254	pmid: 21819982	2	17	8
pa445254	pmid: 21819188	2	11	10
pa445254	pmid: 21819188	3	13	4
pa445254	pmid: 21819188	4	25	5
pa445254	pmid: 21817179	2	14	8
pa445254	pmid: 21817179	7	19	12
pa445254	pmid: 21817179	8	21	20
pa445254	pmid: 21816921	2	19	16
pa445254	pmid: 21815648	2	21	20
pa445254	pmid: 21815648	3	17	9
pa445254	pmid: 21813820	4	24	18
pa445254	pmid: 21813326	3	47	39
pa445254	pmid: 21813140	2	17	7
pa445254	pmid: 21813140	3	16	8
pa445254	pmid: 21813030	2	11	3
pa445254	pmid: 21813030	3	17	7
pa445254	pmid: 21812969	2	14	8
pa445254	pmid: 21812969	3	19	4
pa445254	pmid: 21812497	2	5	4
pa445254	pmid: 21812418	2	15	10
pa445254	pmid: 21812418	3	23	13
pa445254	pmid: 21811128	2	12	11
pa445254	pmid: 21811128	3	20	19
pa445254	pmid: 21811128	4	19	18
pa445254	pmid: 21811128	5	18	7
pa445254	pmid: 21811128	13	19	6
pa445254	pmid: 21810701	2	14	13
pa445254	pmid: 21810464	3	18	13
pa445254	pmid: 21810444	2	15	14
pa445254	pmid: 21810444	3	31	22
pa445254	pmid: 21810444	5	26	25
pa445254	pmid: 21809600	2	8	4
pa445254	pmid: 21809586	3	24	11
pa445254	pmid: 21809259	8	8	5
pa445254	pmid: 21808748	2	14	13
pa445254	pmid: 21808748	3	23	10
pa445254	pmid: 21808735	9	37	17
pa445254	pmid: 21808724	2	16	8
pa445254	pmid: 21808724	4	14	5
pa445254	pmid: 21808232	2	4	2
pa445254	pmid: 21807381	2	10	9
pa445254	pmid: 21807381	3	17	7
pa445254	pmid: 21807139	2	13	8
pa445254	pmid: 21807139	3	40	17
pa445254	pmid: 21807139	5	7	2
pa445254	pmid: 21806997	3	26	25
pa445254	pmid: 21804674	2	13	12
pa445254	pmid: 21804674	4	25	2
pa445254	pmid: 21804282	6	44	41
pa445254	pmid: 21804280	2	11	5
pa445254	pmid: 21804280	3	17	15
pa445254	pmid: 21803216	2	4	3
pa445254	pmid: 21803216	3	15	14
pa445254	pmid: 21802694	2	14	5
pa445254	pmid: 21802694	3	23	11
pa445254	pmid: 21802341	2	16	4
pa445254	pmid: 21802341	3	39	14
pa445254	pmid: 21801451	2	13	5
pa445254	pmid: 21801451	3	34	19
pa445254	pmid: 21801451	5	20	3
pa445254	pmid: 21801451	12	47	42
pa445254	pmid: 21800960	3	25	24
pa445254	pmid: 21799880	2	10	9
pa445254	pmid: 21799880	3	16	11
pa445254	pmid: 21799880	5	27	18
pa445254	pmid: 21799870	3	9	8
pa445254	pmid: 21799745	2	17	8
pa445254	pmid: 21799745	3	12	11
pa445254	pmid: 21799745	12	29	28
pa445254	pmid: 21799425	2	16	15
pa445254	pmid: 21799425	4	26	13
pa445254	pmid: 21799414	7	32	20
pa445254	pmid: 21798732	3	22	20
pa445254	pmid: 21798561	2	13	7
pa445254	pmid: 21798561	3	13	11
pa445254	pmid: 21798243	3	21	13
pa445254	pmid: 21796667	3	25	23
pa445254	pmid: 21796424	13	46	27
pa445254	pmid: 21795961	2	8	7
pa445254	pmid: 21795716	2	19	18
pa445254	pmid: 21795682	3	21	20
pa445254	pmid: 21795682	6	33	32
pa445254	pmid: 21795543	6	16	14
pa445254	pmid: 21794951	2	10	9
pa445254	pmid: 21794951	5	40	8
pa445254	pmid: 21793734	3	35	13
pa445254	pmid: 21791351	2	13	8
pa445254	pmid: 21791351	3	28	23
pa445254	pmid: 21791351	4	20	4
pa445254	pmid: 21791351	9	11	5
pa445254	pmid: 21791351	10	29	28
pa445254	pmid: 21791235	2	12	11
pa445254	pmid: 21791235	3	25	18
pa445254	pmid: 21791117	2	18	10
pa445254	pmid: 21791117	3	24	22
pa445254	pmid: 21790503	2	24	11
pa445254	pmid: 21790211	2	14	13
pa445254	pmid: 21790211	3	34	21
pa445254	pmid: 21790211	5	15	14
pa445254	pmid: 21790211	6	38	18
pa445254	pmid: 21790211	8	24	3
pa445254	pmid: 21790211	14	45	11
pa445254	pmid: 21790007	2	12	11
pa445254	pmid: 21789693	3	23	9
pa445254	pmid: 21789693	6	25	5
pa445254	pmid: 21788621	2	9	6
pa445254	pmid: 21788619	2	9	3
pa445254	pmid: 21788252	2	10	9
pa445254	pmid: 21788252	3	30	5
pa445254	pmid: 21788252	6	53	28
pa445254	pmid: 21787806	2	18	17
pa445254	pmid: 21787806	4	17	15
pa445254	pmid: 21786295	2	9	5
pa445254	pmid: 21786135	2	20	14
pa445254	pmid: 21786135	4	39	14
pa445254	pmid: 21786116	2	8	7
pa445254	pmid: 21785221	3	27	5
pa445254	pmid: 21784889	2	21	12
pa445254	pmid: 21784889	3	10	8
pa445254	pmid: 21784692	2	24	16
pa445254	pmid: 21784692	3	34	6
pa445254	pmid: 21784670	3	16	4
pa445254	pmid: 21784416	2	12	11
pa445254	pmid: 21784416	3	11	10
pa445254	pmid: 21784416	4	20	9
pa445254	pmid: 21784416	6	34	28
pa445254	pmid: 21784416	7	19	9
pa445254	pmid: 21784416	8	15	9
pa445254	pmid: 21784416	9	38	14
pa445254	pmid: 21784416	10	35	24
pa445254	pmid: 21784416	11	27	26
pa445254	pmid: 21784416	12	14	13
pa445254	pmid: 21783205	2	12	6
pa445254	pmid: 21782285	2	12	11
pa445254	pmid: 21782285	3	31	21
pa445254	pmid: 21782285	5	26	23
pa445254	pmid: 21782030	2	16	15
pa445254	pmid: 21782030	13	36	21
pa445254	pmid: 21781348	2	15	10
pa445254	pmid: 21781190	3	24	22
pa445254	pmid: 21780724	2	5	4
pa445254	pmid: 21780724	5	27	8
pa445254	pmid: 21780180	2	8	4
pa445254	pmid: 21780180	3	17	9
pa445254	pmid: 21780180	5	19	18
pa445254	pmid: 21780180	6	42	27
pa445254	pmid: 21780180	10	34	9
pa445254	pmid: 21778795	2	18	17
pa445254	pmid: 21778795	3	21	19
pa445254	pmid: 21778409	2	11	10
pa445254	pmid: 21778409	3	22	3
pa445254	pmid: 21778290	2	15	14
pa445254	pmid: 21778290	3	12	10
pa445254	pmid: 21778290	5	62	56
pa445254	pmid: 21777821	2	9	8
pa445254	pmid: 21777421	2	14	13
pa445254	pmid: 21777421	4	17	15
pa445254	pmid: 21775040	2	11	5
pa445254	pmid: 21775040	3	29	10
pa445254	pmid: 21775040	5	9	4
pa445254	pmid: 21775040	7	25	21
pa445254	pmid: 21775040	11	43	21
pa445254	pmid: 21774946	2	11	9
pa445254	pmid: 21774946	3	14	10
pa445254	pmid: 21772670	4	32	22
pa445254	pmid: 21772145	8	15	12
pa445254	pmid: 21772140	3	31	17
pa445254	pmid: 21771952	3	15	13
pa445254	pmid: 21771952	7	27	18
pa445254	pmid: 21769916	5	15	8
pa445254	pmid: 21769751	3	15	14
pa445254	pmid: 21769751	4	31	30
pa445254	pmid: 21769124	2	11	10
pa445254	pmid: 21768919	2	20	12
pa445254	pmid: 21768919	3	28	18
pa445254	pmid: 21768919	5	16	12
pa445254	pmid: 21768919	7	40	9
pa445254	pmid: 21768599	2	10	9
pa445254	pmid: 21768369	3	27	7
pa445254	pmid: 21768365	3	20	17
pa445254	pmid: 21768216	2	17	15
pa445254	pmid: 21768216	3	42	17
pa445254	pmid: 21767974	2	8	7
pa445254	pmid: 21767974	3	24	22
pa445254	pmid: 21767798	2	8	7
pa445254	pmid: 21767798	3	23	12
pa445254	pmid: 21767573	2	17	16
pa445254	pmid: 21767573	3	22	12
pa445254	pmid: 21767534	2	17	16
pa445254	pmid: 21766003	2	22	21
pa445254	pmid: 21766003	3	52	50
pa445254	pmid: 21766000	2	8	6
pa445254	pmid: 21766000	3	19	4
pa445254	pmid: 21765244	2	13	12
pa445254	pmid: 21765244	11	17	12
pa445254	pmid: 21765244	12	26	17
pa445254	pmid: 21764791	4	44	38
pa445254	pmid: 21764080	2	11	7
pa445254	pmid: 21764080	3	26	8
pa445254	pmid: 21764079	2	10	9
pa445254	pmid: 21764079	3	12	10
pa445254	pmid: 21764078	2	7	6
pa445254	pmid: 21764078	3	13	11
pa445254	pmid: 21763483	2	15	14
pa445254	pmid: 21763483	3	22	8
pa445254	pmid: 21763482	2	5	4
pa445254	pmid: 21763482	4	20	18
pa445254	pmid: 21763451	2	5	4
pa445254	pmid: 21763451	3	18	15
pa445254	pmid: 21762928	2	11	9
pa445254	pmid: 21762928	3	15	13
pa445254	pmid: 21762927	2	10	9
pa445254	pmid: 21762927	3	16	4
pa445254	pmid: 21762841	2	10	9
pa445254	pmid: 21762841	4	15	10
pa445254	pmid: 21762841	7	12	4
pa445254	pmid: 21762841	9	22	8
pa445254	pmid: 21762841	12	31	16
pa445254	pmid: 21761143	2	14	6
pa445254	pmid: 21761143	3	11	9
pa445254	pmid: 21760898	2	10	9
pa445254	pmid: 21760898	7	38	9
pa445254	pmid: 21760898	10	26	20
pa445254	pmid: 21760898	14	30	18
pa445254	pmid: 21760537	2	14	13
pa445254	pmid: 21760537	3	18	16
pa445254	pmid: 21757958	3	41	9
pa445254	pmid: 21757872	2	18	12
pa445254	pmid: 21757872	3	45	24
pa445254	pmid: 21757228	2	15	13
pa445254	pmid: 21757228	6	53	42
pa445254	pmid: 21756926	2	11	10
pa445254	pmid: 21756926	3	24	22
pa445254	pmid: 21755318	11	21	10
pa445254	pmid: 21753169	2	10	9
pa445254	pmid: 21753163	3	35	30
pa445254	pmid: 21753163	9	24	7
pa445254	pmid: 21753159	3	17	10
pa445254	pmid: 21753008	4	27	9
pa445254	pmid: 21752398	2	9	5
pa445254	pmid: 21752398	3	18	15
pa445254	pmid: 21751608	2	8	5
pa445254	pmid: 21750523	2	9	8
pa445254	pmid: 21748396	2	23	22
pa445254	pmid: 21748396	3	34	14
pa445254	pmid: 21747966	2	17	16
pa445254	pmid: 21747966	3	12	8
pa445254	pmid: 21747966	5	23	22
pa445254	pmid: 21747966	8	25	23
pa445254	pmid: 21747966	9	26	14
pa445254	pmid: 21747966	12	32	11
pa445254	pmid: 21747034	2	17	8
pa445254	pmid: 21747034	3	23	16
pa445254	pmid: 21747033	2	16	15
pa445254	pmid: 21747033	3	16	14
pa445254	pmid: 21747033	7	35	18
pa445254	pmid: 21747030	5	26	12
pa445254	pmid: 21747029	2	10	8
pa445254	pmid: 21747029	3	27	7
pa445254	pmid: 21745757	2	13	12
pa445254	pmid: 21745757	3	27	19
pa445254	pmid: 21745757	6	34	33
pa445254	pmid: 21745745	2	8	7
pa445254	pmid: 21745745	3	21	18
pa445254	pmid: 21745543	2	10	4
pa445254	pmid: 21745543	3	27	11
pa445254	pmid: 21745139	2	11	9
pa445254	pmid: 21745139	3	13	11
pa445254	pmid: 21742734	2	7	6
pa445254	pmid: 21742734	3	22	21
pa445254	pmid: 21742734	5	38	15
pa445254	pmid: 21742734	6	52	38
pa445254	pmid: 21742734	7	37	3
pa445254	pmid: 21742734	9	37	15
pa445254	pmid: 21742527	3	20	19
pa445254	pmid: 21741874	3	17	5
pa445254	pmid: 21741729	2	9	8
pa445254	pmid: 21741729	3	21	10
pa445254	pmid: 21741663	2	9	8
pa445254	pmid: 21741444	2	10	9
pa445254	pmid: 21741444	4	30	19
pa445254	pmid: 21741444	6	21	10
pa445254	pmid: 21741444	7	16	14
pa445254	pmid: 21741444	8	25	21
pa445254	pmid: 21741444	9	19	8
pa445254	pmid: 21741444	10	23	22
pa445254	pmid: 21741364	2	13	12
pa445254	pmid: 21741364	3	24	22
pa445254	pmid: 21738693	2	15	7
pa445254	pmid: 21738693	3	18	4
pa445254	pmid: 21738687	3	25	17
pa445254	pmid: 21738488	2	10	9
pa445254	pmid: 21738488	3	30	27
pa445254	pmid: 21738487	2	16	15
pa445254	pmid: 21738487	3	23	5
pa445254	pmid: 21738487	9	44	39
pa445254	pmid: 21738024	3	32	25
pa445254	pmid: 21737877	2	16	15
pa445254	pmid: 21737877	3	20	18
pa445254	pmid: 21737418	4	37	24
pa445254	pmid: 21737418	5	30	29
pa445254	pmid: 21737311	3	16	3
pa445254	pmid: 21736911	2	15	14
pa445254	pmid: 21736911	3	26	24
pa445254	pmid: 21736878	3	22	17
pa445254	pmid: 21735482	2	11	6
pa445254	pmid: 21735482	3	15	14
pa445254	pmid: 21735482	4	21	13
pa445254	pmid: 21735482	5	34	23
pa445254	pmid: 21735482	7	36	6
pa445254	pmid: 21735482	8	16	2
pa445254	pmid: 21735482	9	26	7
pa445254	pmid: 21734494	2	7	3
pa445254	pmid: 21734494	3	25	21
pa445254	pmid: 21734494	4	41	20
pa445254	pmid: 21734494	5	26	25
pa445254	pmid: 21734494	10	30	19
pa445254	pmid: 21734329	11	33	13
pa445254	pmid: 21734182	3	30	11
pa445254	pmid: 21734182	5	11	8
pa445254	pmid: 21734182	6	33	19
pa445254	pmid: 21733529	2	18	17
pa445254	pmid: 21733529	3	19	17
pa445254	pmid: 21733529	8	22	10
pa445254	pmid: 21733194	2	11	5
pa445254	pmid: 21733194	3	16	12
pa445254	pmid: 21731658	11	33	5
pa445254	pmid: 21731633	4	20	18
pa445254	pmid: 21730160	3	21	15
pa445254	pmid: 21730160	7	29	12
pa445254	pmid: 21729402	2	17	13
pa445254	pmid: 21729402	4	33	27
pa445254	pmid: 21729402	8	28	25
pa445254	pmid: 21728911	2	19	15
pa445254	pmid: 21728911	3	23	18
pa445254	pmid: 21728428	2	7	6
pa445254	pmid: 21728428	3	29	7
pa445254	pmid: 21726554	2	16	15
pa445254	pmid: 21726554	3	20	19
pa445254	pmid: 21726554	4	33	21
pa445254	pmid: 21726554	7	33	6
pa445254	pmid: 21726554	8	28	21
pa445254	pmid: 21726554	11	27	26
pa445254	pmid: 21725324	3	23	12
pa445254	pmid: 21725324	8	22	20
