Name	GeneName	PMID	Sentence index	The # of total tokens	Location of token	which abbreviation
A	1984	21941841	14	20	1	1
A	1984	21941068	2	9	1	1
ALS	3483	21940614	2	13	9	1
ALS	6647	21940614	2	13	9	1
ALS	3483	21940614	4	33	15	1
ALS	6647	21940614	4	33	15	1
A	1984	21940614	6	10	1	1
ALS	3483	21940614	7	30	17	1
ALS	6647	21940614	7	30	17	1
ALS	3483	21940614	9	16	7	1
ALS	6647	21940614	9	16	7	1
A	1984	21940614	10	55	1	1
ALS	3483	21940614	10	55	15	1
ALS	6647	21940614	10	55	15	1
ALS	3483	21940614	11	20	11	1
ALS	6647	21940614	11	20	11	1
ALS	3483	21940614	12	24	12	1
ALS	6647	21940614	12	24	12	1
B	10899	21939547	2	21	8	1
B	10899	21939547	4	43	41	1
NUB1	51667	21937912	2	16	3	0
NUB1	51667	21937912	5	21	1	0
NUB1	51667	21937912	6	32	14	0
NUB1	51667	21937912	7	21	2	0
NUB1	51667	21937912	8	17	5	0
NUB1	51667	21937912	9	15	5	0
NUB1	51667	21937912	10	18	5	0
A	1984	21936884	7	16	1	1
A	1984	21934364	4	8	1	1
A	1984	21934364	7	17	1	1
A	1984	21930414	2	8	6	1
PM	5933	21928905	4	31	28	1
PM	5933	21928905	5	45	14	1
PM	5933	21928905	10	14	10	1
PM	5933	21928905	11	15	7	1
PM	5933	21928905	12	29	4	1
C	64663	21925152	6	5	5	1
B	10899	21925152	8	1	1	1
B	10899	21925152	11	5	5	1
5-HT2A	3356	21921840	2	15	3	1
5-HT2A	3356	21921840	8	21	4	1
5-HT2A	3356	21921840	9	20	3	1
5-HT2C	3358	21921840	9	20	11	1
5-HT2A	3356	21921840	10	33	10	1
A	1984	21921694	2	8	3	1
E3	6043	21921694	3	25	7	1
A	1984	21921019	5	8	1	1
P	7776	21921019	12	44	42	1
A	1984	21919541	9	22	1	1
A	1984	21919541	12	26	1	1
IV	27090	21915907	8	45	22	0
ON	6678	21915907	8	45	29	1
IV	27090	21915907	9	37	22	0
ON	6678	21915907	9	37	14	1
ON	6678	21915907	10	9	7	1
ON	6678	21915907	11	23	10	1
P	7776	21915906	8	34	25	1
P	7776	21915906	9	34	32	1
P	7776	21915906	10	25	23	1
CLU	1191	21912625	2	11	5	0
CR1	1378	21912625	2	11	6	0
PICALM	8301	21912625	2	11	8	0
CLU	1191	21912625	3	25	14	0
CR1	1378	21912625	3	25	15	0
PICALM	8301	21912625	3	25	17	0
CLU	1191	21912625	7	40	4	0
CR1	1378	21912625	11	18	7	0
PICALM	8301	21912625	11	18	11	0
CLU	1191	21912625	12	10	8	0
PHF1	5252	21910444	2	14	10	0
PHF1	5252	21910444	4	44	41	0
A	1984	21910444	5	30	1	1
A	1984	21908227	4	28	1	1
PSP	140683	21908227	6	24	24	1
PSP	5723	21908227	6	24	24	1
PSP	5623	21908227	6	24	24	1
MSA	7173	21908227	6	24	13	1
MSA	7173	21908227	9	43	21	1
 LRP1	10438	21907175	2	10	4	1
A	1984	21907067	2	18	1	1
EIF4G1	1981	21907011	2	8	3	0
EIF4G1	1981	21907011	5	35	7	0
EIF4G1	1981	21907011	6	22	8	0
 eIF3e	3646	21907011	7	25	8	1
EIF4G1	1981	21907011	8	22	1	0
A11	28874	21906659	9	25	7	1
A	1984	21904896	10	26	8	1
B	10899	21904896	11	14	2	1
C	64663	21904896	12	10	5	1
A	1984	21904267	2	14	11	1
ET	5833	21904267	6	24	15	1
GK	2710	21904267	7	28	27	0
A	1984	21904267	8	10	1	1
GK	2710	21904267	15	19	4	0
ET	5833	21904267	15	19	19	1
A	1984	21894604	6	49	1	1
ER	2069	21892895	7	19	18	1
D2	28503	21892895	9	21	17	1
5-HT2A	3356	21892895	10	17	9	1
A	1984	21890575	4	17	1	1
DBS	4036	21890575	6	12	5	1
T	6862	21890574	6	37	20	0
ALS	3483	21889984	6	19	4	1
ALS	6647	21889984	6	19	4	1
ATXN2	6311	21889984	6	19	12	0
ATXN2	6311	21889984	7	31	14	0
ALS	3483	21889984	8	13	12	1
ALS	6647	21889984	8	13	12	1
ALS	3483	21889984	9	23	14	1
ALS	6647	21889984	9	23	14	1
ATXN2	6311	21889984	9	23	8	0
A	1984	21889169	2	20	1	1
LRRK2	120892	21885347	2	14	3	0
LRRK2	120892	21885347	5	25	7	0
LRRK2	120892	21885347	6	27	1	0
LRRK2	120892	21885347	7	22	8	0
LRRK2	120892	21885347	10	32	3	0
A	1984	21885347	12	32	1	1
LRRK2	120892	21885347	15	23	4	0
LRRK2	120892	21885347	16	29	1	0
LRRK2	120892	21885347	17	18	16	0
LRRK2	120892	21885346	2	9	4	0
A	1984	21884132	4	18	1	1
A	1984	21881474	2	10	1	1
A	1984	21881473	4	29	1	1
DBS	4036	21881468	2	15	1	1
DBS	4036	21881468	4	20	13	1
DBS	4036	21881468	5	26	12	1
A	1984	21881468	6	25	1	1
DBS	4036	21881468	6	25	5	1
DBS	4036	21881468	8	19	5	1
DBS	4036	21881468	11	33	12	1
DBS	4036	21881468	12	32	17	1
A	1984	21880335	14	9	1	1
A	1984	21878213	5	4	1	1
A	1984	21877033	9	42	1	1
A	1984	21877023	7	15	1	1
PARK2	5071	21875422	10	13	7	0
A	1984	21872587	2	18	1	1
A	1984	21872561	14	18	1	1
ALS	3483	21872441	5	25	19	1
ALS	6647	21872441	5	25	19	1
A	1984	21872355	2	17	1	1
A	1984	21871844	8	16	1	1
A	1984	21871538	2	8	1	1
OF	6688	21871538	5	28	2	1
IV	27090	21871538	10	42	33	0
ALS	3483	21870999	2	10	4	1
ALS	6647	21870999	2	10	4	1
A	1984	21870999	4	55	1	1
BBS	583	21870999	10	28	9	1
DBS	4036	21869721	7	49	12	1
DBS	4036	21869721	11	30	30	1
LRRK2	120892	21866175	2	14	5	0
LRRK2	120892	21866175	4	22	5	0
LRRK2	120892	21866175	5	14	4	0
LRRK2	120892	21866175	6	23	13	0
LRRK2	120892	21866175	7	33	7	0
LRRK2	120892	21866175	8	18	10	0
LRRK1	79705	21866175	9	13	13	0
LRRK2	120892	21866175	10	24	5	0
LRRK2	120892	21866175	11	23	8	0
Bcl-2	596	21865882	6	19	19	1
E3	6043	21865652	5	23	7	1
CD36	948	21865652	8	21	18	0
PARK2	5071	21865652	10	37	37	0
CD36	948	21865652	11	14	14	0
CD36	948	21865652	12	21	9	0
CD36	948	21865651	2	11	11	0
E3	6043	21865651	5	24	15	1
CD36	948	21865651	7	47	35	0
B	10899	21865651	7	47	32	1
PON1	5444	21864557	5	17	16	0
PON1	5444	21864557	7	19	3	0
PON1	5444	21864557	8	22	9	0
A	1984	21864557	9	21	1	1
PON1	5444	21864557	9	21	13	0
PON1	5444	21864557	10	11	6	0
PON1	5444	21864557	12	24	23	0
PON1	5444	21864557	13	28	17	0
CRT	799	21864078	5	13	11	1
CRT	811	21864078	5	13	11	1
CRT	6535	21864078	5	13	11	1
CRT	799	21864078	7	20	17	1
CRT	811	21864078	7	20	17	1
CRT	6535	21864078	7	20	17	1
A9	28899	21864078	9	42	16	1
CRT	799	21864078	10	32	9	1
CRT	811	21864078	10	32	9	1
CRT	6535	21864078	10	32	9	1
ER	2069	21864066	4	23	2	1
ER	2069	21864066	5	33	9	1
ER	2069	21864066	6	26	22	1
ER	2069	21864066	7	28	12	1
ER	2069	21864066	8	14	2	1
ER	2069	21864066	9	22	22	1
A	1984	21863007	3	15	1	1
SNCA	6622	21863007	5	16	3	0
SNCA	6622	21863007	7	19	12	0
BR	3673	21862038	6	21	5	1
ALS	3483	21858182	4	25	20	1
ALS	6647	21858182	4	25	20	1
ALS	3483	21858182	5	49	8	1
ALS	6647	21858182	5	49	8	1
ALS	3483	21858182	6	34	9	1
ALS	6647	21858182	6	34	9	1
ALS	3483	21858182	7	22	6	1
ALS	6647	21858182	7	22	6	1
ALS	3483	21858182	11	14	14	1
ALS	6647	21858182	11	14	14	1
DBS	4036	21856205	5	26	9	1
A	1984	21856205	6	21	1	1
DBS	4036	21856205	6	21	10	1
DBS	4036	21856205	9	22	21	1
DBS	4036	21856205	13	38	2	1
DBS	4036	21855895	6	7	6	1
DBS	4036	21855895	15	18	7	1
DBS	4036	21855627	5	35	14	1
DBS	4036	21855627	8	24	1	1
HR	55806	21853051	10	14	2	0
HR	55806	21853051	12	16	2	0
DJ-1	11315	21852238	2	8	2	1
DJ-1	11315	21852238	3	14	7	1
DJ-1	11315	21852238	4	15	6	1
DJ-1	11315	21852238	5	6	1	1
B	10899	21852238	6	20	14	1
DJ-1	11315	21852238	6	20	5	1
DJ-1	11315	21852238	7	8	4	1
DJ-1	11315	21852238	8	19	6	1
DJ-1	11315	21852238	9	22	2	1
DJ-1	11315	21852238	10	27	7	1
DJ-1	11315	21852238	11	21	5	1
A	1984	21851954	10	19	1	1
A	1984	21851616	5	13	1	1
LRRK2	120892	21850687	2	13	3	0
A	1984	21850687	4	19	1	1
LRRK2	120892	21850687	5	22	5	0
LRRK2	120892	21850687	6	15	5	0
LRRK2	120892	21850687	8	21	1	0
LRRK2	120892	21850687	10	22	4	0
LRRK2	120892	21850687	11	18	14	0
D2	28503	21850279	2	10	4	1
C	64663	21850279	7	25	25	1
D2	28503	21850279	9	27	9	1
D2	28503	21850279	10	35	2	1
D2	28503	21850279	11	30	24	1
D2	28503	21850279	13	25	2	1
C	64663	21850279	14	19	19	1
C	64663	21850279	16	29	29	1
C	64663	21850279	18	1	1	1
A	1984	21849176	5	33	1	1
MSA	7173	21849175	2	12	5	1
MSA	7173	21849175	4	22	12	1
A	1984	21849167	2	18	1	1
A	1984	21846992	6	17	1	1
C	64663	21846476	8	25	11	1
A	1984	21846220	6	35	23	1
B	10899	21846220	6	35	17	1
A	1984	21844102	2	11	1	1
LRRK2	120892	21842440	2	11	2	0
MSA	7173	21840242	4	24	14	1
MSA	7173	21840242	5	18	18	1
MSA	7173	21840242	7	36	23	1
SNCA	6622	21838671	4	26	11	0
DBS	4036	21838506	4	12	5	1
DBS	4036	21838506	5	26	15	1
DBS	4036	21838506	7	31	25	1
A	1984	21838506	8	40	1	1
DBS	4036	21838506	8	40	13	1
DBS	4036	21838506	9	29	8	1
DBS	4036	21838506	11	15	3	1
DBS	4036	21838506	13	29	12	1
DBS	4036	21838506	15	30	19	1
DBS	4036	21838506	16	15	6	1
A	1984	21836035	5	27	1	1
FOG	161882	21836031	3	34	27	1
FOG	161882	21836031	6	32	19	1
FOG	161882	21836031	7	23	11	1
A	1984	21836031	7	23	1	1
FOG	161882	21836031	8	15	15	1
FOG	161882	21836031	9	14	14	1
PSP	140683	21832222	2	11	4	1
PSP	5723	21832222	2	11	4	1
PSP	5623	21832222	2	11	4	1
PSP	140683	21832222	4	37	13	1
PSP	5723	21832222	4	37	13	1
PSP	5623	21832222	4	37	13	1
PSP	140683	21832222	7	29	26	1
A	1984	21832222	7	29	1	1
PSP	5723	21832222	7	29	26	1
PSP	5623	21832222	7	29	26	1
A	1984	21832222	8	8	1	1
PSP	140683	21832222	10	23	16	1
PSP	5723	21832222	10	23	16	1
PSP	5623	21832222	10	23	16	1
PSP	140683	21832222	11	38	38	1
PSP	5723	21832222	11	38	38	1
PSP	5623	21832222	11	38	38	1
PSP	140683	21832222	12	24	8	1
PSP	5723	21832222	12	24	8	1
PSP	5623	21832222	12	24	8	1
PSP	140683	21832222	13	20	19	1
PSP	5723	21832222	13	20	19	1
PSP	5623	21832222	13	20	19	1
ER	2069	21832218	4	27	25	1
ER	2069	21832218	6	54	8	1
ER	2069	21832218	7	38	3	1
ER	2069	21832218	8	27	8	1
ER	2069	21832218	9	15	10	1
ER	2069	21832218	11	18	7	1
ER	2069	21832218	13	20	9	1
A	1984	21832216	4	12	1	1
ATP	51761	21832061	9	17	17	1
ATP	51761	21832061	10	36	12	1
 TPPP/p25	11076	21832049	4	25	4	1
 TPPP/p25	11076	21832049	6	26	9	1
 TPPP/p25	11076	21832049	7	28	28	1
 TPPP/p25	11076	21832049	8	37	5	1
 TPPP/p25	11076	21832049	9	44	7	1
A	1984	21831682	3	29	1	1
GBA	2629	21831682	3	29	14	0
GBA	2629	21831682	4	48	47	0
GBA1	2629	21831682	4	48	22	1
A	1984	21831297	3	30	1	1
A	1984	21831297	11	12	1	1
PSP	140683	21829612	12	39	23	1
PSP	5723	21829612	12	39	23	1
PSP	5623	21829612	12	39	23	1
MSA	7173	21829612	12	39	29	1
PSP	140683	21829612	14	30	4	1
PSP	5723	21829612	14	30	4	1
PSP	5623	21829612	14	30	4	1
MSA	7173	21829612	14	30	2	1
PSP	140683	21829612	15	22	20	1
PSP	5723	21829612	15	22	20	1
PSP	5623	21829612	15	22	20	1
MSA	7173	21829612	15	22	22	1
PARK2	5071	21829596	3	20	20	0
SNCA	6622	21829596	3	20	18	0
PARK2	5071	21829596	4	28	1	0
LRRK2	120892	21829596	5	23	18	0
PARK2	5071	21829596	5	23	22	0
PARK2	5071	21829596	8	27	14	0
DOCK5	80005	21829596	9	18	15	0
USP32	84669	21829596	9	18	13	0
PARK2	5071	21829596	10	15	1	0
DOCK5	80005	21829596	12	25	2	0
USP32	84669	21829596	14	33	2	0
PARK2	5071	21829596	15	17	7	0
A	1984	21829225	5	19	1	1
IV	27090	21825240	9	13	13	0
DBS	4036	21825239	6	15	15	1
DBS	4036	21825239	9	13	10	1
DBS	4036	21825239	10	19	4	1
DBS	4036	21825239	11	21	21	1
VIM	7431	21825239	11	21	15	0
DBS	4036	21825239	16	17	7	1
VIM	7431	21825239	16	17	9	0
DBS	4036	21825238	4	8	8	1
DBS	4036	21825238	5	20	19	1
DBS	4036	21825238	8	18	10	1
DBS	4036	21825238	9	35	4	1
DBS	4036	21825238	12	32	10	1
P	7776	21825238	13	42	20	1
DBS	4036	21825238	15	13	10	1
IV	27090	21825213	10	38	22	0
P	7776	21825213	11	41	32	1
IV	27090	21825213	12	31	13	0
BMD	1756	21825080	11	17	1	1
A	1984	21824799	2	14	1	1
MSA	7173	21822547	3	29	29	1
MSA	7173	21822547	4	35	25	1
A	1984	21822547	8	16	1	1
CS	1431	21821107	4	26	4	2
CS	1431	21821107	10	22	3	2
DBS	4036	21819188	5	16	2	1
CST	9514	21816921	4	46	11	1
CST	54897	21816921	4	46	11	1
CST	9514	21816921	6	21	7	1
CST	54897	21816921	6	21	7	1
FA	2175	21816921	6	21	9	1
CST	9514	21816921	7	10	7	1
CST	54897	21816921	7	10	7	1
CST	9514	21816921	9	33	5	1
CST	54897	21816921	9	33	5	1
FA	2175	21816921	9	33	8	1
CST	9514	21816921	10	19	2	1
CST	54897	21816921	10	19	2	1
CST	9514	21816921	11	27	10	1
CST	54897	21816921	11	27	10	1
FA	2175	21816921	11	27	11	1
CST	9514	21816921	12	13	13	1
CST	54897	21816921	12	13	13	1
CST	9514	21816921	13	25	4	1
CST	54897	21816921	13	25	4	1
AMP	353	21816674	2	13	1	1
A	1984	21815648	6	3	1	1
M	10505	21815648	7	4	1	1
ASK1	4217	21815648	11	44	13	1
JNK	5599	21815648	14	22	22	1
ASK1	4217	21815648	14	22	3	1
JNK	5599	21815648	15	12	7	1
ASK1	4217	21815648	16	11	5	1
ASK1	4217	21815648	17	26	4	1
A	1984	21813820	2	13	1	1
SCL	51540	21813140	7	30	21	1
SCL	6886	21813140	7	30	21	1
MAPT	4137	21812969	4	32	18	0
BST1	683	21812969	4	32	30	0
SNCA	6622	21812969	4	32	16	0
ACMSD	130013	21812969	5	28	21	2
GAK	2580	21812969	5	28	24	0
NSF	4905	21812969	12	29	28	0
UNC13B	10497	21812969	12	29	23	0
LRRK2	120892	21812969	13	72	58	0
BST1	683	21812969	13	72	25	0
GBA	2629	21812969	13	72	67	0
LAMP3	27074	21812969	13	72	38	0
SNCA	6622	21812969	13	72	10	0
B	10899	21812497	15	23	22	1
A	1984	21812497	17	20	1	1
LRRK2	120892	21812418	4	36	27	0
LRRK2	120892	21812418	5	15	14	0
A	1984	21811128	3	20	1	1
A	1984	21811128	5	18	1	1
P	7776	21811128	12	41	19	1
LRRK2	120892	21810464	4	26	12	0
PARK2	5071	21810464	4	26	13	0
DJ-1	11315	21810464	4	26	15	1
PINK1	65018	21810464	4	26	14	0
NMS	129521	21808724	5	28	14	2
NMS	129521	21808724	7	20	8	2
NMS	129521	21808724	10	31	4	2
NMS	129521	21808724	12	20	5	2
C	64663	21808027	2	5	4	1
A	1984	21807139	13	11	1	1
BBS	583	21807139	14	12	9	1
LRRK2	120892	21806997	5	35	7	0
LRRK2	120892	21806997	10	18	1	0
LRRK2	120892	21806997	12	15	1	0
P	7776	21804674	13	6	4	1
P	7776	21804674	16	10	8	1
B	10899	21804006	3	6	6	1
B	10899	21804006	6	11	11	1
A	1984	21802694	8	14	1	1
A	1984	21802341	2	16	14	1
A	1984	21801451	10	51	1	1
A	1984	21799880	8	18	1	1
LRRK2	120892	21799870	2	16	2	0
LRRK2	120892	21799870	3	9	4	0
LRRK2	120892	21799870	4	24	14	0
LRRK2	120892	21799870	5	59	13	0
LRRK2	120892	21799870	7	25	19	0
LRRK2	120892	21799870	8	31	5	0
C	64663	21799745	5	28	28	1
C	64663	21799745	9	20	15	1
A	1984	21799745	11	12	1	1
A	1984	21799425	5	22	1	1
A	1984	21799414	10	13	1	1
DJ-1	11315	21796667	2	13	1	1
DJ-1	11315	21796667	4	13	10	1
DJ-1	11315	21796667	5	15	15	1
DJ-1	11315	21796667	6	19	1	1
DJ-1	11315	21796667	8	20	5	1
DJ-1	11315	21796667	10	30	20	1
SOD1	6647	21796667	10	30	15	0
DJ-1	11315	21796667	11	13	6	1
SOD1	6647	21796667	11	13	4	0
DJ-1	11315	21796667	12	27	15	1
SOD1	6647	21796667	12	27	17	0
DJ-1	11315	21796667	13	18	5	1
SOD1	6647	21796667	13	18	7	0
DMT1	1761	21795716	5	21	21	1
DMT1	1761	21795716	6	26	15	1
DMT1	1761	21795716	7	14	4	1
LPS	3664	21793734	8	19	13	1
LPS	3664	21793734	9	45	4	1
A	1984	21792127	2	6	1	1
A	1984	21791351	2	13	4	1
A	1984	21791351	3	28	19	1
A	1984	21791351	4	20	20	1
A	1984	21791351	8	39	9	1
A	1984	21791351	10	29	9	1
HLA-DRA	3122	21791235	3	25	9	0
A	1984	21791117	7	8	1	1
A	1984	21790211	3	34	1	1
A	1984	21790211	10	24	1	1
GSK3B	2932	21790007	2	12	3	2
GSK3B	2932	21790007	6	19	9	2
A	1984	21789693	6	25	1	1
P	7776	21788252	9	22	6	1
P	7776	21788252	10	30	8	1
LRRK2	120892	21787314	2	17	12	0
MAPT	4137	21787314	2	17	15	0
A	1984	21787314	2	17	1	1
SNCA	6622	21787314	2	17	13	0
LRRK2	120892	21787314	4	33	21	0
MAPT	4137	21787314	4	33	29	0
A	1984	21785221	4	29	1	1
MSA	7173	21785221	10	20	17	1
A	1984	21784889	7	38	1	1
P	7776	21784692	7	26	11	1
PINK1	65018	21784538	2	6	6	0
PINK1	65018	21784538	4	18	3	0
PINK1	65018	21784538	5	21	1	0
PINK1	65018	21784538	6	15	1	0
E3	6043	21784538	6	15	9	1
PINK1	65018	21784538	9	29	12	0
IV	27090	21783205	7	24	8	0
PARK3	5072	21782285	2	12	8	2
PARK3	5072	21782285	3	31	30	2
A	1984	21782285	4	22	1	1
PARK3	5072	21782285	4	22	9	2
SPR	6869	21782285	4	22	14	0
SPR	6869	21782285	5	26	6	0
A	1984	21782285	6	22	1	1
SPR	6869	21782285	7	17	16	0
A	1984	21782285	8	13	1	1
SPR	6869	21782285	10	21	6	0
PARK3	5072	21782285	13	17	9	2
SPR	6869	21782285	14	16	9	0
PARK3	5072	21782285	15	21	8	2
A	1984	21782030	12	19	1	1
DRD4	1815	21781348	5	42	17	0
B	10899	21781348	5	42	10	1
D2	28503	21781348	5	42	15	1
MAOB	4129	21781348	6	36	7	0
AA	7003	21781348	6	36	4	1
COMT	1312	21781348	7	29	5	2
AA	7003	21781348	7	29	2	1
DRD2	1813	21781348	8	12	2	0
DRD4	1815	21781348	8	12	5	0
COMT	1312	21781348	9	44	2	2
GA	27165	21781348	9	44	10	1
A	1984	21781348	9	44	1	1
AA	7003	21781348	9	44	12	1
COMT	1312	21781348	11	15	2	2
MAOB	4129	21781348	11	15	5	0
A	1984	21780180	5	19	1	1
A	1984	21780180	6	42	1	1
DBS	4036	21778795	2	18	14	1
DBS	4036	21778795	5	8	7	1
DBS	4036	21778795	17	20	4	1
MI	4286	21778409	4	13	10	1
MI	4286	21778409	5	14	8	1
MI	4286	21778409	7	22	17	1
MI	4286	21778409	9	17	12	1
MI	4286	21778409	10	23	4	1
BR	3673	21776258	6	27	10	1
A	1984	21775040	3	29	1	1
ON	6678	21775040	7	25	8	1
DBS	4036	21772140	4	30	30	1
DBS	4036	21772140	5	17	6	1
DBS	4036	21772140	9	15	14	1
DBS	4036	21772140	10	25	12	1
GAP43	2596	21769916	2	10	9	0
SPHK1	8877	21769916	6	16	5	0
GAP43	2596	21769916	8	27	12	0
SPHK1	8877	21769916	8	27	24	0
GAP43	2596	21769916	9	16	15	0
SPHK1	8877	21769916	9	16	7	0
GAP43	2596	21769916	11	6	5	0
GAP43	2596	21769916	12	35	22	0
A	1984	21769916	13	19	1	1
ERK	5594	21769916	13	19	18	1
GAP43	2596	21769916	15	32	32	0
SPHK1	8877	21769916	16	21	12	0
GAP43	2596	21769916	17	15	6	0
E3	6043	21768369	4	28	14	1
PINK1	65018	21768365	4	15	6	0
IV	27090	21768365	6	16	14	0
ATP	51761	21768365	7	12	11	1
PINK1	65018	21768365	11	32	11	0
LRRK2	120892	21768216	2	17	3	0
LRRK2	120892	21768216	3	42	35	0
LRRK2	120892	21768216	4	31	8	0
LRRK2	120892	21768216	5	11	9	0
LRRK2	120892	21768216	7	22	9	0
LRRK2	120892	21768216	8	13	6	0
PARP1	142	21767974	2	8	4	0
PARP1	142	21767974	5	23	3	0
A	1984	21767974	6	25	1	1
PARP1	142	21767974	6	25	11	0
PARP1	142	21767974	9	33	10	0
PARP1	142	21767974	10	17	7	0
DBS	4036	21767534	4	32	16	1
A	1984	21766003	3	52	1	1
A	1984	21766003	9	25	1	1
A	1984	21765244	7	32	1	1
P	7776	21765244	7	32	29	1
P	7776	21765244	9	29	10	1
B	10899	21764791	11	30	24	1
DBS	4036	21764406	7	35	5	1
DBS	4036	21764406	8	26	23	1
DBS	4036	21764406	11	17	13	1
A	1984	21764080	10	39	1	1
CS	1431	21764080	14	19	12	2
CG	1511	21764080	14	19	17	1
B	10899	21764078	8	37	19	1
A	1984	21763483	2	15	1	1
VPS35	55737	21763483	2	15	4	0
VPS35	55737	21763483	4	20	10	0
VPS35	55737	21763483	7	12	12	0
VPS35	55737	21763483	8	20	4	0
VPS35	55737	21763483	11	30	1	0
VPS35	55737	21763482	2	5	1	0
VPS35	55737	21763482	7	23	1	0
VPS35	55737	21763482	8	31	1	0
VPS35	55737	21763482	9	34	13	0
VPS35	55737	21763482	12	21	6	0
A	1984	21762928	3	15	1	1
SNCA	6622	21761143	4	21	8	0
DBS	4036	21761143	6	41	11	1
SNCA	6622	21761143	6	41	19	0
SNCA	6622	21761143	10	18	9	0
DBS	4036	21761143	11	15	14	1
ET	5833	21757958	3	41	16	1
ET	5833	21757958	4	23	8	1
ET	5833	21757958	7	27	14	1
ET	5833	21757958	8	15	11	1
DBS	4036	21757872	3	45	29	1
DBS	4036	21757872	5	22	7	1
DBS	4036	21757872	7	24	19	1
DBS	4036	21757872	9	24	10	1
LRRK2	120892	21753163	2	9	6	0
LRRK2	120892	21753163	3	35	16	0
LRRK2	120892	21753159	2	7	4	0
LRRK2	120892	21753159	6	39	4	0
LRRK2	120892	21753159	7	18	16	0
LRRK2	120892	21753159	8	14	12	0
LRRK2	120892	21753159	9	27	10	0
LRRK2	120892	21753159	13	14	5	0
LRRK2	120892	21753159	14	30	9	0
A	1984	21753118	2	8	1	1
GBA	2629	21753118	7	27	9	0
H	2523	21752979	4	5	5	1
H	2523	21752979	6	10	10	1
H	2523	21752979	8	10	10	1
H	2523	21752979	11	7	7	1
H	2523	21752979	13	4	4	1
H	2523	21752979	16	10	10	1
H	2523	21752979	18	5	5	1
H	2523	21752979	20	4	4	1
H	2523	21752979	22	4	4	1
H	2523	21752979	24	4	4	1
A	1984	21752979	26	4	1	1
H	2523	21752979	26	4	4	1
H	2523	21752979	28	6	6	1
NMS	129521	21751608	7	16	1	2
NMS	129521	21751608	8	26	2	2
NMS	129521	21751608	9	39	2	2
NMS	129521	21751608	10	20	4	2
NRF2	4780	21747966	2	17	1	1
NRF2	4780	21747966	5	23	11	1
NRF2	4780	21747966	8	25	4	1
NRF2	4780	21747966	9	26	11	1
NRF2	4780	21747966	10	38	5	1
NRF2	4780	21747966	12	32	4	1
P	7776	21747033	10	36	20	1
P	7776	21747030	8	70	30	1
GBA	2629	21745757	6	34	7	0
A	1984	21745757	7	27	2	1
B	10899	21745757	7	27	15	1
A	1984	21745757	9	41	5	1
GBA	2629	21745757	9	41	9	0
GBA	2629	21745757	10	31	9	0
B	10899	21745757	10	31	5	1
GBA	2629	21745757	12	20	9	0
A	1984	21745757	15	33	33	1
GBA	2629	21745757	15	33	3	0
GBA	2629	21745757	16	19	18	0
A	1984	21745757	17	21	16	1
B	10899	21745757	17	21	18	1
CED	7040	21745745	4	20	1	1
CED	7040	21745745	5	24	7	1
A	1984	21745745	6	49	1	1
CED	7040	21745745	6	49	12	1
CED	7040	21745745	7	31	4	1
CED	7040	21745745	8	29	4	1
FOG	161882	21745543	5	44	31	1
DJ-1	11315	21745139	7	28	14	1
GBA1	2629	21742527	5	21	15	1
GD	5047	21742527	5	21	21	1
GBA1	2629	21742527	6	30	27	1
NMS	129521	21741874	4	29	11	2
NMS	129521	21741874	5	39	14	2
A	1984	21741663	6	34	1	1
AKT1	207	21741444	2	10	7	0
AKT1	207	21741444	3	24	4	0
AKT	207	21741444	4	30	2	1
AKT1	207	21741444	5	18	7	0
AKT1	207	21741444	6	21	20	0
AKT1	207	21741444	10	23	18	0
LRRK2	120892	21738687	2	13	3	0
LRRK2	120892	21738687	4	13	7	0
LRRK2	120892	21738687	5	20	7	0
LRRK2	120892	21738687	6	26	1	0
B	10899	21738687	6	26	10	1
T	6862	21738687	6	26	20	0
LRRK2	120892	21738687	7	19	13	0
LRRK2	120892	21738687	8	6	5	0
LRRK2	120892	21738687	9	27	13	0
LRRK2	120892	21738687	10	25	9	0
LRRK2	120892	21738687	11	15	5	0
LRRK2	120892	21738687	12	15	8	0
LRRK2	120892	21738687	13	22	11	0
A	1984	21738488	2	10	1	1
A	1984	21738488	3	30	1	1
SCARB2	950	21738487	5	36	11	0
LRRK2	120892	21738487	6	25	10	0
MAPT	4137	21738487	6	25	13	0
GAK	2580	21738487	6	25	14	0
GBA	2629	21738487	6	25	11	0
SNCA	6622	21738487	6	25	12	0
A	1984	21737418	4	37	1	1
B	10899	21737418	7	23	17	1
B	10899	21737418	8	28	8	1
P	7776	21737418	8	28	11	1
B	10899	21737418	9	20	10	1
A	1984	21735482	2	12	9	1
P	7776	21735482	7	36	17	1
P	7776	21735482	8	16	14	1
SYT11	91683	21734494	4	41	29	0
ACMSD	130013	21734494	4	41	26	2
LINGO1	84894	21734494	4	41	35	0
BST1	683	21734494	4	41	25	0
HLA-DRB5	3127	21734494	4	41	24	0
LRRK2	120892	21734494	7	16	1	0
LINGO1	84894	21734494	12	12	3	0
B1	28905	21734329	6	27	8	1
B1	728695	21734329	6	27	8	1
ATP	51761	21734329	8	32	32	1
B1	28905	21734329	12	32	24	1
B1	728695	21734329	12	32	24	1
GBA	2629	21734182	4	26	7	0
DBS	4036	21733529	7	20	9	1
P	7776	21733194	10	29	27	1
A	1984	21731658	11	33	1	1
GPR37	2861	21731658	11	33	15	0
A	1984	21731658	13	13	1	1
